campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
807605,Referral Program,2023-01-08,New Users,App,794,150,28,81.92,497.26,2.57
101725,New User Discount,2023-01-09,Inactive,Social Media,759,214,99,71.2,415.51,1.94
706149,Weekend Special,2023-01-09,Premium,SMS,818,157,71,84.02,173.13,3.01
588907,Festival Offer,2023-01-09,All,App,483,196,34,59.58,318.41,1.78
375342,Flash Sale,2023-01-09,Inactive,App,961,249,52,67.49,337.59,1.77
154820,Membership Drive,2023-01-09,Premium,App,442,87,98,50.52,217.77,2.44
47057,Category Promotion,2023-01-09,Inactive,Email,708,174,47,91.17,157.26,3.87
880404,App Push Notification,2023-01-09,Inactive,App,552,169,30,66.74,240.33,2.52
770633,Email Campaign,2023-01-09,New Users,SMS,920,117,41,76.71,271.18,3.09
272677,Referral Program,2023-01-09,Inactive,Email,656,168,60,87.78,260.96,1.9
359292,New User Discount,2023-01-10,New Users,App,561,163,50,66.05,247.69,3.27
610421,Weekend Special,2023-01-10,Premium,Email,784,271,48,97.64,459.44,2.26
956602,Festival Offer,2023-01-10,Inactive,App,422,69,65,65.71,144.28,1.78
92900,Flash Sale,2023-01-10,New Users,Social Media,732,238,93,82.73,380.76,2.99
274334,Membership Drive,2023-01-10,Premium,SMS,722,184,63,76.79,236.51,2.7
572069,Category Promotion,2023-01-10,Premium,App,413,204,39,63.21,354.82,2.72
432735,App Push Notification,2023-01-10,Premium,Email,731,97,51,68.17,296.98,3.98
774472,Email Campaign,2023-01-10,New Users,App,709,78,58,74.38,419.07,2.27
636522,Referral Program,2023-01-10,Inactive,Email,572,78,69,90.08,280.35,1.77
558443,New User Discount,2023-01-11,Premium,SMS,941,167,16,61.99,430.77,1.7
556003,Weekend Special,2023-01-11,Inactive,Email,907,50,66,55.7,336.89,1.77
901834,Festival Offer,2023-01-11,All,SMS,830,216,66,89.9,298.2,2.08
491029,Flash Sale,2023-01-11,Inactive,Email,984,141,47,87.73,105.06,2.35
89212,Membership Drive,2023-01-11,New Users,Email,526,299,42,94.13,404.65,1.58
977242,Category Promotion,2023-01-11,Premium,Email,488,87,48,55.52,417.16,3.05
403699,App Push Notification,2023-01-11,New Users,Social Media,805,114,37,52.39,407.85,2.43
393232,Email Campaign,2023-01-11,Premium,App,921,240,13,92.88,324.45,3.53
935844,Referral Program,2023-01-11,Premium,App,658,259,83,67.69,404.68,2.9
340725,New User Discount,2023-01-12,New Users,Social Media,714,289,64,65.08,138.57,2.25
113466,Weekend Special,2023-01-12,Premium,Social Media,766,267,54,60.79,249.06,3.99
335121,Festival Offer,2023-01-12,New Users,App,454,75,16,75.14,127.26,1.86
370406,Flash Sale,2023-01-12,All,App,986,79,27,74.01,415.26,3.76
465,Membership Drive,2023-01-12,All,Email,464,163,89,85.95,194.1,3.07
924872,Category Promotion,2023-01-12,All,Email,643,135,53,88.62,212.7,3.41
162269,App Push Notification,2023-01-12,Inactive,Email,485,92,70,94.76,337.16,1.74
464458,Email Campaign,2023-01-12,All,SMS,590,201,88,80.29,312.81,3.54
629581,Referral Program,2023-01-12,Inactive,SMS,978,275,15,58.79,448.08,3.02
490628,New User Discount,2023-01-13,New Users,Email,582,211,67,58.08,195.53,2.33
75447,Weekend Special,2023-01-13,New Users,App,582,123,45,58.96,267.79,2.65
885330,Festival Offer,2023-01-13,All,SMS,987,71,89,92.85,400.02,2.62
562848,Flash Sale,2023-01-13,All,SMS,863,107,92,60.14,160.93,2.49
174468,Membership Drive,2023-01-13,All,App,627,255,13,91.4,126.08,2.92
700493,Category Promotion,2023-01-13,New Users,Email,576,245,73,59.43,374.45,2.06
148165,App Push Notification,2023-01-13,Inactive,SMS,606,141,30,52.41,253.23,3.6
570408,Email Campaign,2023-01-13,All,Social Media,463,51,98,68.92,354.12,1.67
113221,Referral Program,2023-01-13,New Users,App,696,175,96,63.52,437.85,3.37
749576,New User Discount,2023-01-14,All,App,576,81,25,98.69,445.68,2.57
609915,Weekend Special,2023-01-14,New Users,App,914,297,83,70.54,339.75,1.87
575482,Festival Offer,2023-01-14,All,Email,439,92,67,94.48,445.9,3.83
136516,Flash Sale,2023-01-14,Inactive,App,996,65,93,51.74,140.38,2.35
209950,Membership Drive,2023-01-14,Premium,SMS,569,205,31,94.75,132.61,2.31
452167,Category Promotion,2023-01-14,New Users,Social Media,726,78,31,76.01,162.76,1.83
754447,App Push Notification,2023-01-14,Premium,App,966,55,10,73.28,189.23,3.37
897093,Email Campaign,2023-01-14,Inactive,App,465,223,54,56.72,423.87,3.28
878081,Referral Program,2023-01-14,Premium,App,942,105,47,57.41,209.08,2.88
512963,New User Discount,2023-01-15,Inactive,Email,901,83,16,77.41,391.68,2.7
184281,Weekend Special,2023-01-15,New Users,App,966,212,43,87.51,175.82,2.59
855467,Festival Offer,2023-01-15,New Users,Social Media,481,161,37,82.84,470.19,1.87
99280,Flash Sale,2023-01-15,All,Social Media,572,269,75,56.89,150.06,2.45
378084,Membership Drive,2023-01-15,Inactive,App,455,189,71,88.4,137.15,1.87
56758,Category Promotion,2023-01-15,Inactive,Email,818,251,41,78.81,169.44,2.08
153309,App Push Notification,2023-01-15,Premium,Email,556,152,49,61.87,379.71,2.97
554394,Email Campaign,2023-01-15,Premium,Social Media,737,266,91,70.72,374.0,3.46
989832,Referral Program,2023-01-15,Premium,Email,483,288,72,57.7,261.18,3.8
924163,New User Discount,2023-01-16,Inactive,Social Media,484,90,67,86.31,234.15,1.53
38424,Weekend Special,2023-01-16,All,Email,852,57,94,83.05,363.33,2.68
755567,Festival Offer,2023-01-16,Premium,SMS,784,298,30,61.84,194.11,3.37
414038,Flash Sale,2023-01-16,Premium,Email,528,85,76,64.92,439.18,2.35
575048,Membership Drive,2023-01-16,New Users,App,993,172,66,83.98,310.51,2.37
612686,Category Promotion,2023-01-16,All,App,691,67,63,62.57,337.55,1.55
775619,App Push Notification,2023-01-16,Premium,App,436,65,99,71.98,323.18,3.64
957748,Email Campaign,2023-01-16,All,App,987,101,83,55.28,165.06,1.97
891100,Referral Program,2023-01-16,Premium,App,717,249,94,86.75,142.18,2.81
851002,New User Discount,2023-01-17,Inactive,Social Media,792,113,45,57.49,331.65,3.03
410142,Weekend Special,2023-01-17,Premium,SMS,574,204,89,81.98,369.34,2.9
528936,Festival Offer,2023-01-17,New Users,Email,997,87,23,58.93,240.07,3.35
169458,Flash Sale,2023-01-17,New Users,SMS,666,181,95,89.8,301.9,1.99
994252,Membership Drive,2023-01-17,New Users,Social Media,480,194,28,56.55,153.95,2.17
705524,Category Promotion,2023-01-17,New Users,SMS,752,230,67,98.51,492.57,2.58
436556,App Push Notification,2023-01-17,Inactive,App,590,60,24,55.19,375.33,2.87
329394,Email Campaign,2023-01-17,Inactive,App,796,149,41,79.76,221.57,1.74
434148,Referral Program,2023-01-17,New Users,SMS,791,125,59,85.77,350.5,2.75
217947,New User Discount,2023-01-18,Premium,Email,906,274,27,72.7,260.63,3.15
793860,Weekend Special,2023-01-18,All,SMS,921,95,12,62.76,103.03,2.86
340450,Festival Offer,2023-01-18,Premium,SMS,570,80,77,65.53,344.61,2.78
949167,Flash Sale,2023-01-18,Premium,App,789,218,42,70.65,421.71,3.35
861398,Membership Drive,2023-01-18,Inactive,Social Media,479,87,84,55.96,416.66,3.65
719707,Category Promotion,2023-01-18,All,SMS,591,245,52,57.33,478.03,2.14
141754,App Push Notification,2023-01-18,Inactive,Social Media,793,271,53,56.7,244.4,3.24
160567,Email Campaign,2023-01-18,New Users,Social Media,773,108,100,57.81,340.52,3.85
34873,Referral Program,2023-01-18,All,SMS,430,60,25,50.3,215.25,2.2
912219,New User Discount,2023-01-19,Inactive,SMS,621,164,72,50.36,430.75,2.77
350969,Weekend Special,2023-01-19,Premium,App,802,205,40,86.15,278.31,3.9
528673,Festival Offer,2023-01-19,Premium,App,918,110,79,73.73,353.95,3.73
764422,Flash Sale,2023-01-19,New Users,Social Media,647,79,75,59.91,150.0,2.46
268926,Membership Drive,2023-01-19,Premium,Email,662,107,61,57.45,454.33,3.79
235167,Category Promotion,2023-01-19,Inactive,Social Media,794,279,44,67.79,379.98,2.87
220710,App Push Notification,2023-01-19,New Users,Email,630,155,56,93.92,319.53,2.61
681258,Email Campaign,2023-01-19,Inactive,Email,707,135,39,58.04,240.27,2.84
132616,Referral Program,2023-01-19,Inactive,Social Media,887,164,99,72.75,341.89,3.44
160603,New User Discount,2023-01-20,All,Social Media,936,133,43,85.35,432.32,3.18
66632,Weekend Special,2023-01-20,Inactive,App,882,270,43,77.08,314.41,1.57
247365,Festival Offer,2023-01-20,Inactive,Social Media,736,140,49,72.94,472.77,1.8
77411,Flash Sale,2023-01-20,Inactive,Social Media,637,259,57,66.32,464.94,1.59
368597,Membership Drive,2023-01-20,New Users,SMS,1000,257,68,54.21,280.71,3.78
657117,Category Promotion,2023-01-20,Premium,Social Media,926,117,54,86.42,142.4,3.92
783662,App Push Notification,2023-01-20,New Users,Email,679,277,56,56.67,345.59,2.25
270443,Email Campaign,2023-01-20,All,Email,586,241,84,96.38,473.48,3.86
139161,Referral Program,2023-01-20,Premium,Social Media,454,113,23,60.87,388.18,2.82
832650,New User Discount,2023-01-21,All,Email,538,54,94,53.58,144.57,3.5
164293,Weekend Special,2023-01-21,Inactive,SMS,740,175,62,50.77,121.24,2.01
4344,Festival Offer,2023-01-21,Inactive,App,485,54,27,89.79,421.05,1.8
894029,Flash Sale,2023-01-21,Inactive,App,649,150,74,86.65,210.5,2.95
924300,Membership Drive,2023-01-21,All,Email,897,278,25,95.47,486.07,1.59
808671,Category Promotion,2023-01-21,New Users,App,711,215,72,70.7,292.2,1.6
4697,App Push Notification,2023-01-21,Inactive,App,900,225,27,84.0,351.69,2.6
257658,Email Campaign,2023-01-21,Inactive,App,541,115,75,99.66,211.86,3.91
197375,Referral Program,2023-01-21,Premium,Email,905,177,53,98.98,493.25,3.9
654534,New User Discount,2023-01-22,Premium,Social Media,980,203,85,62.73,436.82,1.95
388434,Weekend Special,2023-01-22,Inactive,App,459,290,74,54.8,463.42,1.56
375448,Festival Offer,2023-01-22,All,App,923,112,52,57.8,332.53,1.71
576504,Flash Sale,2023-01-22,Premium,Email,614,91,85,99.18,425.74,2.64
199466,Membership Drive,2023-01-22,New Users,SMS,878,153,58,94.53,489.16,2.67
313153,Category Promotion,2023-01-22,Premium,SMS,403,61,32,93.36,207.67,1.68
658119,App Push Notification,2023-01-22,New Users,Email,875,160,27,53.72,414.72,3.97
185161,Email Campaign,2023-01-22,All,Social Media,464,52,77,89.9,185.46,3.62
343092,Referral Program,2023-01-22,All,Social Media,865,132,17,62.36,308.03,2.01
456584,New User Discount,2023-01-23,Premium,App,462,141,38,60.1,256.54,1.98
19093,Weekend Special,2023-01-23,All,App,945,250,39,65.16,128.4,3.48
482229,Festival Offer,2023-01-23,Inactive,Email,808,160,76,98.21,323.83,1.64
25386,Flash Sale,2023-01-23,All,SMS,698,189,40,71.15,267.74,2.66
944277,Membership Drive,2023-01-23,Inactive,App,595,269,53,82.38,270.48,2.84
676566,Category Promotion,2023-01-23,Premium,Email,780,219,66,54.44,424.86,3.07
485526,App Push Notification,2023-01-23,Premium,Email,575,223,76,51.04,339.81,3.0
321581,Email Campaign,2023-01-23,Inactive,Email,833,179,22,85.01,174.43,2.77
389573,Referral Program,2023-01-23,Inactive,SMS,906,296,43,76.09,213.34,1.51
376466,New User Discount,2023-01-24,Inactive,App,949,212,33,82.87,343.94,1.93
293086,Weekend Special,2023-01-24,Premium,Email,846,115,91,52.34,322.12,2.73
896005,Festival Offer,2023-01-24,All,App,486,60,64,92.4,262.42,3.24
788572,Flash Sale,2023-01-24,Premium,Social Media,690,102,77,94.9,423.24,2.94
226386,Membership Drive,2023-01-24,Premium,Email,485,164,88,80.96,150.54,1.88
299428,Category Promotion,2023-01-24,Premium,App,948,249,33,95.77,480.92,2.68
71630,App Push Notification,2023-01-24,New Users,App,416,237,90,78.99,353.0,3.51
546494,Email Campaign,2023-01-24,Premium,App,740,163,70,98.5,408.73,2.4
686432,Referral Program,2023-01-24,All,Email,971,170,81,52.52,215.9,3.86
983959,New User Discount,2023-01-25,New Users,Email,612,273,48,54.67,413.11,1.58
422485,Weekend Special,2023-01-25,Inactive,Email,878,153,21,73.75,383.8,2.17
539339,Festival Offer,2023-01-25,Inactive,SMS,455,156,96,65.37,308.82,1.84
269826,Flash Sale,2023-01-25,All,Social Media,494,131,69,75.57,356.38,3.22
476724,Membership Drive,2023-01-25,Premium,Social Media,983,162,61,94.69,457.16,1.52
397257,Category Promotion,2023-01-25,Inactive,SMS,619,187,29,96.99,271.94,1.76
473407,App Push Notification,2023-01-25,Premium,SMS,853,190,57,60.0,153.25,1.94
885852,Email Campaign,2023-01-25,Premium,Social Media,944,144,42,66.44,479.81,3.48
214494,Referral Program,2023-01-25,All,App,400,223,39,65.36,354.92,2.67
771854,New User Discount,2023-01-26,Inactive,Email,862,258,30,82.77,238.81,2.16
85504,Weekend Special,2023-01-26,All,SMS,700,292,18,55.72,157.63,3.7
329193,Festival Offer,2023-01-26,Inactive,App,699,106,37,81.63,273.4,2.35
240650,Flash Sale,2023-01-26,All,Email,538,127,59,51.27,158.22,2.96
486600,Membership Drive,2023-01-26,All,Social Media,696,147,65,82.61,377.92,3.46
810645,Category Promotion,2023-01-26,All,App,662,138,64,69.6,220.89,2.0
388784,App Push Notification,2023-01-26,Premium,SMS,549,127,34,75.78,445.34,2.24
832300,Email Campaign,2023-01-26,New Users,Social Media,987,169,84,79.53,266.18,2.29
153360,Referral Program,2023-01-26,Premium,Email,775,104,20,96.06,315.33,3.18
482164,New User Discount,2023-01-27,All,SMS,916,283,68,86.62,198.96,2.8
706216,Weekend Special,2023-01-27,Premium,Email,467,169,88,67.35,166.67,3.64
469025,Festival Offer,2023-01-27,All,Social Media,870,256,17,68.53,103.55,2.55
619595,Flash Sale,2023-01-27,Inactive,SMS,814,242,29,63.01,170.32,3.09
306419,Membership Drive,2023-01-27,New Users,Email,545,256,80,75.46,254.45,3.7
585920,Category Promotion,2023-01-27,New Users,App,858,247,63,93.93,256.51,2.86
153615,App Push Notification,2023-01-27,All,Email,589,173,24,60.7,366.21,3.12
194551,Email Campaign,2023-01-27,Premium,SMS,834,172,19,63.13,383.78,1.84
183602,Referral Program,2023-01-27,All,Social Media,465,149,39,67.95,413.19,3.26
235728,New User Discount,2023-01-28,Inactive,SMS,874,118,29,61.95,289.31,3.25
507213,Weekend Special,2023-01-28,All,Email,411,84,45,93.89,475.98,3.67
808142,Festival Offer,2023-01-28,Premium,App,838,240,69,54.52,460.12,3.39
328200,Flash Sale,2023-01-28,All,Social Media,663,124,96,52.87,117.54,2.81
660494,Membership Drive,2023-01-28,New Users,SMS,667,292,23,97.65,372.05,1.55
788305,Category Promotion,2023-01-28,New Users,SMS,700,67,24,51.52,264.8,3.1
641517,App Push Notification,2023-01-28,Inactive,App,744,65,46,78.73,296.49,2.83
100768,Email Campaign,2023-01-28,New Users,App,826,217,64,96.19,142.71,2.91
717536,Referral Program,2023-01-28,New Users,Social Media,900,122,68,80.13,363.61,2.03
833518,New User Discount,2023-01-29,Premium,Social Media,966,224,67,85.5,264.93,1.74
418087,Weekend Special,2023-01-29,All,Email,708,213,74,97.21,390.68,2.84
361115,Festival Offer,2023-01-29,Inactive,SMS,537,172,14,89.7,249.35,1.64
282239,Flash Sale,2023-01-29,All,SMS,782,230,53,76.08,122.75,1.68
648604,Membership Drive,2023-01-29,Inactive,App,805,143,31,76.98,304.66,2.18
719598,Category Promotion,2023-01-29,Inactive,App,799,57,47,85.31,411.36,3.67
836654,App Push Notification,2023-01-29,All,Email,555,165,82,82.36,295.48,2.94
706364,Email Campaign,2023-01-29,Inactive,SMS,787,88,88,79.05,208.85,2.41
122116,Referral Program,2023-01-29,New Users,SMS,603,121,21,99.98,186.42,2.94
381518,New User Discount,2023-01-30,Premium,Email,722,74,14,72.52,480.13,1.51
451049,Weekend Special,2023-01-30,All,Social Media,827,179,37,68.27,381.69,3.75
931432,Festival Offer,2023-01-30,New Users,Email,807,265,94,53.65,431.82,2.15
544447,Flash Sale,2023-01-30,Premium,App,870,165,85,57.35,106.52,1.91
619171,Membership Drive,2023-01-30,Premium,App,712,123,100,50.23,304.79,3.19
413208,Category Promotion,2023-01-30,New Users,Email,594,253,98,92.6,479.74,1.85
957981,App Push Notification,2023-01-30,Inactive,Social Media,485,88,66,82.37,388.29,2.38
834468,Email Campaign,2023-01-30,Inactive,SMS,640,174,39,53.2,329.14,1.66
837456,Referral Program,2023-01-30,Premium,SMS,638,246,99,59.14,403.46,2.78
272161,New User Discount,2023-01-31,Premium,Email,869,220,92,89.83,274.84,1.67
645789,Weekend Special,2023-01-31,New Users,Social Media,638,224,89,53.41,445.39,2.71
318652,Festival Offer,2023-01-31,All,Email,891,216,12,73.79,399.1,2.67
917875,Flash Sale,2023-01-31,Premium,App,451,263,61,93.36,190.85,2.19
202250,Membership Drive,2023-01-31,All,SMS,798,114,80,70.2,202.03,2.74
284815,Category Promotion,2023-01-31,New Users,Social Media,994,74,59,98.66,261.92,3.51
198431,App Push Notification,2023-01-31,New Users,App,759,281,17,85.6,467.85,2.13
727864,Email Campaign,2023-01-31,New Users,Email,485,258,97,51.86,421.75,2.05
833510,Referral Program,2023-01-31,New Users,Email,855,102,94,93.92,356.64,2.97
995123,New User Discount,2023-02-01,Inactive,Email,969,281,44,93.2,462.7,2.68
79031,Weekend Special,2023-02-01,All,SMS,812,77,24,98.35,343.64,2.69
262702,Festival Offer,2023-02-01,Premium,Email,885,157,62,72.03,416.97,3.11
692498,Flash Sale,2023-02-01,All,Email,554,134,88,77.23,172.41,2.72
856080,Membership Drive,2023-02-01,Inactive,App,636,150,51,85.94,130.97,1.97
558551,Category Promotion,2023-02-01,Premium,Email,474,120,27,82.34,112.85,1.88
160201,App Push Notification,2023-02-01,All,Social Media,488,130,68,83.02,420.17,2.19
71465,Email Campaign,2023-02-01,Inactive,Email,525,243,56,88.42,311.51,3.05
541653,Referral Program,2023-02-01,New Users,Email,953,133,38,56.77,417.03,1.56
199366,New User Discount,2023-02-02,Premium,App,436,287,75,93.82,497.19,2.9
732467,Weekend Special,2023-02-02,Inactive,App,453,256,38,57.08,139.43,3.17
852441,Festival Offer,2023-02-02,Premium,App,721,258,25,82.37,237.51,2.16
756041,Flash Sale,2023-02-02,New Users,Email,677,220,22,86.17,168.94,2.1
865922,Membership Drive,2023-02-02,Inactive,SMS,992,128,86,68.26,317.89,2.28
601355,Category Promotion,2023-02-02,Inactive,Email,714,131,93,50.29,427.32,3.7
421380,App Push Notification,2023-02-02,All,SMS,924,222,76,56.79,147.94,3.63
512792,Email Campaign,2023-02-02,Premium,Social Media,419,259,98,73.23,344.3,1.73
163718,Referral Program,2023-02-02,New Users,App,773,210,73,63.09,302.47,2.75
247831,New User Discount,2023-02-03,Inactive,App,494,171,33,89.88,390.58,3.19
396981,Weekend Special,2023-02-03,New Users,App,777,223,49,55.3,191.02,3.76
977878,Festival Offer,2023-02-03,New Users,Social Media,734,179,27,51.31,308.66,1.9
544291,Flash Sale,2023-02-03,Premium,App,842,256,77,91.69,471.41,3.69
290030,Membership Drive,2023-02-03,Premium,Social Media,423,60,81,63.62,126.51,2.58
992941,Category Promotion,2023-02-03,Inactive,Email,459,265,13,89.23,446.38,1.54
98709,App Push Notification,2023-02-03,All,SMS,601,230,95,79.45,219.36,2.72
637172,Email Campaign,2023-02-03,Premium,App,556,203,45,93.27,418.71,3.86
709799,Referral Program,2023-02-03,Premium,App,833,287,41,98.67,147.88,3.73
64670,New User Discount,2023-02-04,Premium,Email,862,281,62,87.46,139.81,2.89
228072,Weekend Special,2023-02-04,Inactive,SMS,577,101,57,71.4,459.91,3.23
360965,Festival Offer,2023-02-04,All,Email,960,216,96,74.6,379.91,3.43
269112,Flash Sale,2023-02-04,New Users,Email,433,152,70,73.81,117.43,3.07
171903,Membership Drive,2023-02-04,New Users,Email,400,77,50,53.19,183.99,2.97
682264,Category Promotion,2023-02-04,New Users,Email,957,195,89,52.89,234.72,3.6
332320,App Push Notification,2023-02-04,New Users,Email,556,118,77,60.27,129.86,2.31
971312,Email Campaign,2023-02-04,All,SMS,856,204,48,87.93,339.02,2.33
748635,Referral Program,2023-02-04,Inactive,SMS,743,170,59,96.4,225.18,2.01
896516,New User Discount,2023-02-05,Premium,App,697,159,35,80.04,150.13,2.1
352993,Weekend Special,2023-02-05,All,SMS,769,153,83,95.35,265.4,2.23
597903,Festival Offer,2023-02-05,Inactive,Social Media,908,298,38,98.95,161.71,3.51
616054,Flash Sale,2023-02-05,Inactive,App,643,153,86,62.88,304.43,2.99
423156,Membership Drive,2023-02-05,New Users,SMS,430,220,48,54.32,422.24,2.53
496158,Category Promotion,2023-02-05,New Users,Email,980,220,19,61.94,288.28,1.6
685126,App Push Notification,2023-02-05,New Users,SMS,441,177,64,66.76,350.15,2.51
207516,Email Campaign,2023-02-05,All,SMS,567,67,74,97.38,418.89,3.42
536301,Referral Program,2023-02-05,Inactive,App,868,67,58,66.36,221.59,3.22
930627,New User Discount,2023-02-06,Premium,App,460,186,16,76.27,498.8,1.7
5077,Weekend Special,2023-02-06,New Users,Email,864,223,82,81.25,121.98,3.6
932654,Festival Offer,2023-02-06,Inactive,SMS,662,281,14,99.34,104.3,2.14
625283,Flash Sale,2023-02-06,Premium,Social Media,783,231,38,72.56,486.41,2.83
152035,Membership Drive,2023-02-06,New Users,App,640,287,77,63.9,328.57,1.99
77898,Category Promotion,2023-02-06,New Users,SMS,572,83,14,84.59,196.68,2.37
392068,App Push Notification,2023-02-06,New Users,Social Media,809,250,75,57.44,288.52,2.45
